Port_IDs,PnL,ROI,Win Rate,Win Positions,Total Positions,MDD,Normalized_ROI,Normalized_PnL,Normalized_Win Rate,Final Score
3986814617275053313,2479.3706938800005,3.46869214315334,100.0,3554.0,3554.0,0.0,0.9012041392539419,0.014663141517128558,1.0,0.6698203911940183
4030555430101054209,2450.03628133,3.468692147874766,100.0,121.0,121.0,0.0,0.90120414048062,0.014489656106655561,1.0,0.6697683460002136
4026179081117855488,1369.2310773200004,3.472627701194634,100.0,197.0,197.0,0.0,0.9022266402574077,0.00809771169190293,1.0,0.6682086375976636
4029422834086627072,1415.351537939999,3.4686921483967765,100.0,102.0,102.0,0.0,0.901204140616244,0.008370470760393768,1.0,0.6679325904438035
4031173908980084736,1560.1706009999998,3.4647562690574056,100.0,225.0,225.0,0.0,0.9001815561360254,0.00922693906554408,1.0,0.667831626367272
4036548677626662656,1021.71049932,3.4726277011946327,100.0,147.0,147.0,0.0,0.9022266402574074,0.006042454917308276,1.0,0.6675920605652851
3983074113875692800,999.8882518799999,3.4726277033468813,100.0,43.0,43.0,0.0,0.9022266408165851,0.00591339688527444,1.0,0.667553343351387
4035430878731345664,921.81536845,3.472627701128893,100.0,89.0,89.0,0.0,0.9022266402403274,0.005451669342390215,1.0,0.6674148248868316
4033639786957934336,1034.3954824400003,3.4686921455906536,100.0,149.0,149.0,0.0,0.9012041398871826,0.006117474640292851,1.0,0.6672566913526018
3914654298562589441,982.0988874899998,3.4686921406568776,100.0,483.0,483.0,0.0,0.9012041386053337,0.00580818955657841,1.0,0.6671639053788402
4031451549482615297,791.4166778400003,3.468692145590655,100.0,114.0,114.0,0.0,0.901204139887183,0.004680483952975738,1.0,0.6668255941464066
4034786679304751616,789.2472228900001,3.468692139712425,100.0,321.0,321.0,0.0,0.9012041383599546,0.004667653671071782,1.0,0.6668217445273056
3981810242465907713,541.0844291999999,3.4726277002366674,100.0,105.0,105.0,0.0,0.9022266400085175,0.00320000457279678,1.0,0.6667393253748201
3944239644144231424,896.7921791400001,3.4647562666199927,100.0,858.0,858.0,0.0,0.9001815555027588,0.005303680755218431,1.0,0.6666546486525311
4029506971304830209,239.45672712,3.4765629345763056,100.0,52.0,52.0,0.0,0.9032490569107544,0.0014161609176295824,1.0,0.6665620181940529
4023697433751327232,197.705298,3.47656293851525,100.0,42.0,42.0,0.0,0.9032490579341351,0.0011692405538291735,1.0,0.666487942443096
4017110277719148289,264.01342715999994,3.472627698757416,100.0,252.0,252.0,0.0,0.9022266396241918,0.0015613906603094492,1.0,0.6662477410665599
4030565764341697025,258.16497945000003,3.468692139712426,100.0,105.0,105.0,0.0,0.9012041383599548,0.0015268026026870316,1.0,0.6658794892067903
4029299190618134272,225.02763920000007,3.4686921422886243,100.0,230.0,230.0,0.0,0.9012041390292793,0.0013308264581006802,1.0,0.665820696597678
4023697881318718465,484.81520919999997,3.4608200715556356,100.0,70.0,70.0,0.0,0.8991588889937371,0.0028672251550376487,1.0,0.6655657786943193
3998572645139652353,278.02647978,3.4647562666199923,100.0,266.0,266.0,0.0,0.9001815555027587,0.0016442646630397465,1.0,0.6655568238248774
4028701921959171840,3248.4809770499996,0.6200697884721755,100.0,687.0,687.0,0.0,0.16110090977674218,0.019211704163382994,1.0,0.41214882967087463
4014818740371615232,318.61122485,0.6200697788671481,100.0,529.0,529.0,0.0,0.16110090728125107,0.0018842851899689875,1.0,0.4069506031054285
3768170840939476993,34.85821374,0.6224024857179431,100.0,14.0,14.0,0.0,0.16170697002272325,0.00020615348982126568,1.0,0.4066592855548995
4000222729738650369,136.1390329,0.6177369771358174,100.0,958.0,958.0,0.0,0.16049481988877848,0.000805134105337754,1.0,0.4064147271926738
3998659472131949824,18.1818714,0.6177369725113836,100.0,147.0,147.0,0.0,0.1604948186873,0.00010752863782834391,1.0,0.4062054451319035
3672754654734989568,0.0,0.0,0.0,0.0,474.0,,0.0,0.0,0.0,
3733192481840423936,0.0,0.0,0.0,0.0,689.0,,0.0,0.0,0.0,
3784403294629753856,0.0,0.0,0.0,0.0,6050.0,,0.0,0.0,0.0,
3786761687746711808,0.0,0.0,0.0,0.0,82.0,,0.0,0.0,0.0,
3818233536529843712,0.0,0.0,0.0,0.0,1421.0,,0.0,0.0,0.0,
3819545518395756033,0.0,0.0,0.0,0.0,68.0,,0.0,0.0,0.0,
3826087012661391104,0.0,0.0,0.0,0.0,108.0,,0.0,0.0,0.0,
3858510226868015873,0.0,0.0,0.0,0.0,996.0,,0.0,0.0,0.0,
3865845304835489536,0.0,0.0,0.0,0.0,882.0,,0.0,0.0,0.0,
3878631538480067329,0.0,0.0,0.0,0.0,2811.0,,0.0,0.0,0.0,
3880920727367689984,0.0,0.0,0.0,0.0,145.0,,0.0,0.0,0.0,
3886752488982104320,0.0,0.0,0.0,0.0,1249.0,,0.0,0.0,0.0,
3907081197088384000,0.0,0.0,0.0,0.0,4137.0,,0.0,0.0,0.0,
3910983669796782848,0.0,0.0,0.0,0.0,640.0,,0.0,0.0,0.0,
3911997667197443328,0.0,0.0,0.0,0.0,64.0,,0.0,0.0,0.0,
3919174299855478272,0.0,0.0,0.0,0.0,1267.0,,0.0,0.0,0.0,
3923766029921022977,0.0,0.0,0.0,0.0,1259.0,,0.0,0.0,0.0,
3925368433214965504,0.0,0.0,0.0,0.0,1458.0,,0.0,0.0,0.0,
3926423286576838657,0.0,0.0,0.0,0.0,478.0,,0.0,0.0,0.0,
3930688517098515713,0.0,0.0,0.0,0.0,288.0,,0.0,0.0,0.0,
3931992636670880512,0.0,0.0,0.0,0.0,6050.0,,0.0,0.0,0.0,
3935808725185052672,0.0,0.0,0.0,0.0,1715.0,,0.0,0.0,0.0,
3937714876784951296,0.0,0.0,0.0,0.0,511.0,,0.0,0.0,0.0,
3939925275039085824,0.0,0.0,0.0,0.0,5928.0,,0.0,0.0,0.0,
3941019213896463617,0.0,0.0,0.0,0.0,112.0,,0.0,0.0,0.0,
3942630767220672256,0.0,0.0,0.0,0.0,4969.0,,0.0,0.0,0.0,
3943533600390906881,0.0,0.0,0.0,0.0,1759.0,,0.0,0.0,0.0,
3944088772635000577,0.0,0.0,0.0,0.0,6063.0,,0.0,0.0,0.0,
3944658614777849089,0.0,0.0,0.0,0.0,45.0,,0.0,0.0,0.0,
3946087913459823360,0.0,0.0,0.0,0.0,6085.0,,0.0,0.0,0.0,
3949214983441029120,0.0,0.0,0.0,0.0,4530.0,,0.0,0.0,0.0,
3949329502284748801,0.0,0.0,0.0,0.0,384.0,,0.0,0.0,0.0,
3951723256343550465,0.0,0.0,0.0,0.0,3447.0,,0.0,0.0,0.0,
3952087967771302912,0.0,0.0,0.0,0.0,172.0,,0.0,0.0,0.0,
3953433416230728705,0.0,0.0,0.0,0.0,527.0,,0.0,0.0,0.0,
3953764659057081857,0.0,0.0,0.0,0.0,583.0,,0.0,0.0,0.0,
3956048468100538880,0.0,0.0,0.0,0.0,28.0,,0.0,0.0,0.0,
3957509601040585217,0.0,0.0,0.0,0.0,1113.0,,0.0,0.0,0.0,
3962024093501274881,0.0,0.0,0.0,0.0,1273.0,,0.0,0.0,0.0,
3975304792994095360,0.0,0.0,0.0,0.0,2438.0,,0.0,0.0,0.0,
3975392755164484097,0.0,0.0,0.0,0.0,1829.0,,0.0,0.0,0.0,
3976088733682659585,0.0,0.0,0.0,0.0,2814.0,,0.0,0.0,0.0,
3977078013600312321,0.0,0.0,0.0,0.0,5018.0,,0.0,0.0,0.0,
3977234346014419201,0.0,0.0,0.0,0.0,83.0,,0.0,0.0,0.0,
3978449781300392193,0.0,0.0,0.0,0.0,784.0,,0.0,0.0,0.0,
3987739404272887297,0.0,0.0,0.0,0.0,6050.0,,0.0,0.0,0.0,
3988071780777702657,0.0,0.0,0.0,0.0,2385.0,,0.0,0.0,0.0,
3988187872032603905,0.0,0.0,0.0,0.0,5238.0,,0.0,0.0,0.0,
3988205565930333696,0.0,0.0,0.0,0.0,371.0,,0.0,0.0,0.0,
3993222640082269952,0.0,0.0,0.0,0.0,3087.0,,0.0,0.0,0.0,
3994879592543698688,0.0,0.0,0.0,0.0,653.0,,0.0,0.0,0.0,
3995532094997544704,0.0,0.0,0.0,0.0,6051.0,,0.0,0.0,0.0,
3996598927198996481,0.0,0.0,0.0,0.0,2661.0,,0.0,0.0,0.0,
3999240873283311617,0.0,0.0,0.0,0.0,4522.0,,0.0,0.0,0.0,
3999845462424248576,0.0,0.0,0.0,0.0,3318.0,,0.0,0.0,0.0,
4002413037164645377,0.0,0.0,0.0,0.0,576.0,,0.0,0.0,0.0,
4004713168329653760,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,
4008711265867865600,0.0,0.0,0.0,0.0,394.0,,0.0,0.0,0.0,
4008804082027254529,0.0,0.0,0.0,0.0,975.0,,0.0,0.0,0.0,
4013955990069013504,0.0,0.0,0.0,0.0,358.0,,0.0,0.0,0.0,
4013978721149559808,0.0,0.0,0.0,0.0,294.0,,0.0,0.0,0.0,
4016164457907769600,0.0,0.0,0.0,0.0,712.0,,0.0,0.0,0.0,
4017263283405469185,0.0,0.0,0.0,0.0,6050.0,,0.0,0.0,0.0,
4017323550554338817,0.0,0.0,0.0,0.0,545.0,,0.0,0.0,0.0,
4020204877254599680,0.0,0.0,0.0,0.0,6050.0,,0.0,0.0,0.0,
4022565861939831809,0.0,0.0,0.0,0.0,705.0,,0.0,0.0,0.0,
4022641794255717633,0.0,0.0,0.0,0.0,6052.0,,0.0,0.0,0.0,
4023616625178799873,0.0,0.0,0.0,0.0,827.0,,0.0,0.0,0.0,
4027747397961573889,0.0,0.0,0.0,0.0,460.0,,0.0,0.0,0.0,
4028427053699127040,0.0,0.0,0.0,0.0,121.0,,0.0,0.0,0.0,
4029507714735307777,0.0,0.0,0.0,0.0,53.0,,0.0,0.0,0.0,
4029749871687083265,0.0,0.0,0.0,0.0,856.0,,0.0,0.0,0.0,
4030392204221219329,0.0,0.0,0.0,0.0,85.0,,0.0,0.0,0.0,
4030395639953224449,0.0,0.0,0.0,0.0,492.0,,0.0,0.0,0.0,
4030635536196756737,0.0,0.0,0.0,0.0,1294.0,,0.0,0.0,0.0,
4030708912786799105,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,
4031181049693676544,0.0,0.0,0.0,0.0,302.0,,0.0,0.0,0.0,
4031408429897920512,0.0,0.0,0.0,0.0,82.0,,0.0,0.0,0.0,
4031493134338259457,0.0,0.0,0.0,0.0,1889.0,,0.0,0.0,0.0,
4031673021422897664,0.0,0.0,0.0,0.0,229.0,,0.0,0.0,0.0,
4032403303704824321,0.0,0.0,0.0,0.0,223.0,,0.0,0.0,0.0,
4034359562055356161,0.0,0.0,0.0,0.0,799.0,,0.0,0.0,0.0,
4035034554469394176,0.0,0.0,0.0,0.0,395.0,,0.0,0.0,0.0,
4037073643537925121,0.0,0.0,0.0,0.0,446.0,,0.0,0.0,0.0,
4037121179310444801,0.0,0.0,0.0,0.0,1595.0,,0.0,0.0,0.0,
4037511388357114368,0.0,0.0,0.0,0.0,953.0,,0.0,0.0,0.0,
4037717032428033792,0.0,0.0,0.0,0.0,317.0,,0.0,0.0,0.0,
4037785885739608577,0.0,0.0,0.0,0.0,254.0,,0.0,0.0,0.0,
4038768306117031680,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,
4039129759104249600,0.0,0.0,0.0,0.0,133.0,,0.0,0.0,0.0,
4039279455324236544,0.0,0.0,0.0,0.0,327.0,,0.0,0.0,0.0,
4040382575336130560,0.0,0.0,0.0,0.0,76.0,,0.0,0.0,0.0,
4041860229502600193,0.0,0.0,0.0,0.0,97.0,,0.0,0.0,0.0,
